Depression and anxiety,Life satisfaction,Self-esteem,Subjective happiness,Loneliness,Greenspace use (frequency),Greenspace use (duration),Nature view,Sex,Age,Income,Impact of COVID-19 on income,Number of working days,Number of children,Presence of a pet,Frequency of drinking alcohol,Frequency of smoking,Housing type
0,14,31,28,38,0,0,1,female,54,2,2,0,4,0,0,0,owned_house
0,13,36,28,23,0,0,1,female,70,3,2,7,0,1,0,0,owned_house
2,0,26,16,49,0,0,1,male,29,4,4,5,0,0,4,0,rented_flat
9,9,21,18,53,4,5,1,female,51,2,3,7,0,0,4,0,rented_flat
7,11,26,16,51,0,0,0,male,33,2,4,5,0,0,7,0,rented_flat
0,14,30,21,41,5,1.5,1,male,65,3,4,5,0,0,5,0,rented_flat
8,10,22,14,44,1,0.5,1,female,42,1,1,0,2,0,0,0,rented_flat
3,13,33,26,34,15,1.5,1,female,50,1,1,3,0,0,0,0,rented_flat
11,12,24,13,54,0,0,1,male,60,5,3,4,1,1,7,0,rented_flat
1,14,27,21,46,10,0.5,1,female,62,3,4,3,0,0,0,0,owned_flat
6,3,26,15,50,0,0,0,male,70,1,5,0,0,0,7,0,owned_flat
4,15,31,20,49,0,0,1,male,40,3,4,5,0,0,0,0,owned_house
3,16,34,21,33,0,0,1,female,31,2,3,7,3,0,0,0,rented_flat
6,20,25,10,47,3,0.5,1,male,36,5,2,0,3,1,3,3,rented_house
1,10,29,27,44,0,0,1,female,60,5,4,0,0,0,4,0,rented_flat
6,13,24,20,47,0,0,1,female,39,1,3,0,2,0,4,0,rented_flat
0,16,25,20,49,0,0,1,male,33,3,4,5,2,1,4,4,owned_house
7,0,25,16,51,0,0,1,male,29,5,4,5,0,1,4,0,owned_house
6,13,23,18,45,1,0.5,1,female,25,6,4,5,0,0,4,0,owned_house
5,10,21,15,55,0,0,1,male,52,5,4,5,0,0,6,0,owned_house
5,11,24,16,49,2,3,1,male,68,2,4,0,0,0,0,0,owned_flat
6,18,21,28,54,0,0,1,female,38,3,3,4,4,1,3,0,owned_flat
5,12,24,17,41,0,0,1,male,65,1,4,0,0,0,6,0,owned_house
4,6,21,13,57,0,0,0,male,30,2,4,5,0,0,0,0,rented_flat
1,15,27,20,51,10,0.5,0,female,37,5,4,0,1,0,2,0,rented_flat
2,13,27,20,41,0,0,0,female,32,2,4,5,0,0,7,0,rented_flat
10,10,24,17,51,3,3,1,male,45,2,4,6,2,0,6,0,rented_flat
2,15,28,19,42,8,7,1,male,71,1,4,0,0,0,7,7,owned_flat
11,13,18,17,55,4,0.5,1,female,35,2,4,5,0,0,1,0,rented_flat
12,10,17,14,45,0,0,1,male,52,1,1,7,0,1,4,7,owned_house
1,11,35,22,38,10,5,1,female,63,1,3,0,1,0,0,0,owned_house
9,13,16,9,60,0,0,1,male,46,2,3,3,0,0,7,0,rented_flat
1,13,26,20,48,1,0.5,1,male,36,4,4,5,2,0,0,0,owned_flat
10,11,21,11,51,0,0,1,female,25,2,4,2,0,0,0,0,owned_house
7,9,26,17,47,0,0,1,female,70,2,4,0,0,1,0,0,owned_flat
8,12,21,14,40,2,0.5,1,female,40,1,3,6,0,1,5,0,rented_flat
8,8,24,15,51,0,0,0,male,31,2,1,7,2,0,0,7,rented_flat
3,11,26,21,46,3,1.5,1,female,23,1,1,7,0,0,1,0,rented_flat
5,13,26,18,49,0,0,1,female,48,2,1,3,2,0,2,0,owned_house
0,10,31,24,39,0,0,1,male,74,4,3,0,2,1,7,7,owned_house
8,17,25,18,55,1,3,1,female,30,2,4,0,1,0,0,0,owned_house
1,8,30,21,57,0,0,1,male,52,3,4,1,1,0,0,0,rented_house
1,15,30,25,32,8,1.5,1,male,34,4,4,6,1,0,4,7,rented_flat
8,10,21,15,62,10,1.5,1,male,42,3,5,5,2,0,0,0,owned_house
8,10,25,18,43,0,0,1,female,70,1,3,7,0,0,0,0,owned_house
12,4,20,16,54,0,0,1,male,47,4,4,5,0,1,0,0,rented_flat
10,8,18,11,61,0,0,1,female,45,2,2,2,0,0,5,0,owned_flat
12,8,28,19,48,0,0,0,male,33,1,6,0,0,1,1,0,owned_house
1,12,32,23,35,0,0,1,female,37,3,3,5,2,1,0,0,owned_house
5,14,22,20,51,4,1.5,1,male,29,3,3,7,0,0,0,0,other
5,17,28,20,45,0,0,0,female,51,4,4,5,0,0,0,0,owned_house
9,12,21,13,45,0,0,0,female,55,3,4,2,1,1,1,7,owned_house
7,15,28,21,52,0,0,1,female,55,4,4,3,1,1,2,0,owned_house
6,13,27,22,36,0,0,1,female,49,5,5,4,1,0,4,0,owned_house
5,11,26,18,46,0,0,1,female,40,1,1,7,0,0,4,0,rented_flat
1,15,28,19,40,10,1.5,1,female,33,4,3,0,3,0,0,0,owned_house
6,10,22,15,47,0,0,1,female,40,3,4,0,0,1,4,7,owned_house
11,6,13,9,75,0,0,0,male,38,1,2,5,0,0,2,0,owned_house
6,14,30,24,53,4,7,1,male,24,2,4,5,0,0,2,0,rented_flat
2,15,28,26,41,5,3,1,male,45,5,3,5,2,0,4,0,rented_flat
6,11,24,17,55,0,0,0,male,31,1,1,7,0,0,3,0,rented_flat
3,13,30,20,45,0,0,0,male,26,4,2,5,2,0,7,0,rented_flat
1,14,34,24,38,0,0,1,female,48,1,4,5,1,0,6,0,rented_flat
9,12,15,6,67,0,0,1,female,45,2,2,5,0,0,4,0,rented_flat
7,9,35,18,48,0,0,1,female,63,1,4,7,0,0,7,0,owned_flat
5,8,30,19,47,5,0.5,1,female,53,3,2,2,0,1,0,0,rented_flat
12,10,12,11,75,0,0,1,female,27,4,6,4,0,0,4,0,rented_flat
5,7,24,15,51,0,0,1,female,30,2,5,3,0,0,0,0,rented_flat
6,16,22,12,48,5,1.5,1,female,43,1,1,5,2,0,0,0,owned_house
4,0,25,14,48,2,1.5,1,female,27,2,3,5,0,0,4,0,rented_flat
4,11,25,18,41,28,3,0,female,44,2,3,6,1,0,0,0,rented_flat
7,14,28,16,53,0,0,1,female,69,2,4,0,2,0,6,0,owned_house
8,11,25,16,51,0,0,0,male,48,2,1,0,1,0,4,4,rented_flat
8,14,20,16,49,1,0.5,1,female,56,5,4,5,0,0,0,0,rented_flat
4,13,26,24,30,0,0,0,male,41,1,4,7,2,0,3,0,rented_flat
5,9,22,13,48,0,0,1,female,57,2,3,5,1,0,7,0,rented_flat
6,11,25,14,49,0,0,0,male,39,1,4,6,2,0,6,6,rented_flat
1,12,31,21,49,0,0,1,male,51,4,4,5,0,0,7,0,rented_flat
0,17,30,21,31,0,0,1,female,74,2,4,0,0,0,0,0,owned_house
8,14,34,25,37,0,0,1,male,75,2,4,0,0,0,0,0,owned_house
0,12,26,18,35,5,1.5,1,male,40,3,4,5,3,0,0,0,owned_house
0,13,28,23,44,1,0.5,1,female,62,1,4,0,0,0,4,0,rented_flat
8,15,15,18,59,1,1.5,1,female,28,1,4,0,0,0,3,0,rented_flat
7,14,23,22,42,0,0,1,female,36,3,2,0,2,1,1,0,owned_house
7,11,29,23,32,2,3,1,male,21,3,3,0,0,0,5,0,rented_flat
8,5,19,15,45,0,0,0,female,44,2,3,7,1,0,0,0,rented_flat
7,10,21,9,60,3,1.5,0,male,62,1,2,5,0,0,7,0,owned_flat
1,11,28,22,33,0,0,1,female,42,4,3,0,0,0,0,0,owned_house
7,10,29,20,49,8,7,1,female,71,3,2,0,0,0,4,0,owned_flat
8,11,25,15,53,1,5,0,male,30,1,1,5,0,0,0,0,other
12,9,20,15,54,0,0,1,male,45,1,4,5,0,0,0,0,rented_flat
4,16,29,20,39,0,0,1,female,26,5,4,5,0,1,2,0,rented_flat
10,8,18,12,48,5,3,1,male,38,1,4,4,0,0,0,1,rented_flat
9,13,21,18,38,1,0.5,1,female,25,2,4,5,0,0,4,0,rented_flat
4,13,27,23,36,0,0,1,female,58,2,4,0,0,0,0,0,owned_house
5,8,18,11,46,15,3,1,female,65,2,2,0,0,1,4,0,owned_flat
4,11,26,19,52,0,0,1,female,58,4,1,0,0,0,0,0,rented_flat
6,10,26,17,48,0,0,1,male,31,2,3,7,0,0,4,7,rented_flat
4,15,27,16,34,2,0.5,0,female,55,2,4,5,0,0,0,0,rented_flat
2,16,36,26,44,0,0,1,male,39,3,2,7,0,0,7,0,rented_flat
5,12,23,26,63,10,3,1,female,71,1,4,5,0,0,6,0,rented_flat
5,16,28,21,32,3,1.5,1,male,57,5,4,5,0,0,7,7,owned_flat
7,14,29,27,33,3,1.5,1,female,34,3,4,7,0,0,4,0,owned_house
10,10,27,15,60,5,3,1,male,47,4,4,5,0,1,6,0,rented_house
0,10,32,22,38,2,0.5,1,male,70,1,4,7,0,0,5,7,owned_house
8,8,27,16,36,0,0,1,female,79,3,4,0,0,0,0,0,owned_house
3,10,29,24,44,4,0.5,1,female,29,3,4,0,1,0,0,0,rented_flat
12,10,25,12,49,0,0,0,female,52,1,4,0,0,0,0,0,owned_flat
0,12,30,20,47,0,0,0,female,69,2,4,4,0,0,0,0,owned_house
10,13,25,16,53,0,0,0,male,20,4,2,0,4,0,1,7,rented_flat
2,13,25,20,69,0,0,1,male,27,2,4,5,0,0,0,0,rented_flat
4,6,24,16,49,2,0.5,1,male,43,3,5,5,2,0,4,0,owned_house
3,12,25,20,53,0,0,0,female,32,4,4,5,0,0,4,0,rented_flat
4,13,33,24,26,0,0,0,male,74,1,4,0,0,1,0,0,owned_flat
2,16,30,23,39,0,0,1,female,36,3,4,0,1,0,4,0,owned_house
2,13,30,20,35,10,1.5,1,female,73,1,4,1,0,0,2,0,owned_flat
10,11,12,7,77,5,1.5,0,female,26,2,1,7,0,0,4,0,rented_flat
2,14,29,21,40,30,11,1,female,72,4,4,0,0,0,2,0,owned_flat
3,14,24,22,39,0,0,0,female,28,3,4,4,0,0,4,0,rented_flat
8,6,22,16,61,1,0.5,1,male,43,2,2,7,0,0,6,0,rented_flat
3,13,33,19,30,2,0.5,1,male,22,5,4,5,0,0,4,0,owned_house
7,11,23,16,58,2,1.5,1,male,25,2,4,7,0,0,1,0,rented_flat
8,10,25,14,54,0,0,1,male,58,2,1,7,0,0,1,0,rented_flat
8,14,25,15,53,25,1.5,1,female,33,3,4,0,1,1,0,0,rented_flat
3,7,15,10,62,0,0,1,female,54,3,3,0,0,0,2,0,owned_house
12,12,25,14,38,0,0,1,female,51,4,4,5,0,1,2,0,owned_flat
3,10,25,16,49,0,0,0,male,25,2,3,1,0,0,0,0,rented_flat
1,14,34,28,29,2,1.5,1,female,34,2,3,5,0,0,3,0,rented_flat
0,15,30,25,46,2,0.5,1,male,70,3,4,5,0,0,5,0,owned_house
6,15,23,21,39,5,0.5,1,female,23,5,2,5,0,0,6,0,owned_flat
5,14,20,17,52,0,0,1,female,36,4,4,0,3,0,0,0,owned_flat
5,7,25,14,51,0,0,1,male,44,1,1,7,0,0,3,7,owned_house
5,12,23,19,55,25,12,1,male,27,4,4,5,0,0,3,0,owned_house
0,13,33,23,22,3,3,1,male,64,5,4,5,0,0,6,0,owned_house
5,9,22,18,48,10,0.5,1,male,30,5,5,5,2,0,4,0,owned_flat
1,14,28,19,50,0,0,1,female,40,4,4,5,2,0,6,0,rented_flat
6,8,26,13,49,3,1.5,1,male,33,4,4,5,0,0,7,7,rented_flat
12,8,22,20,32,0,0,1,male,70,2,3,3,0,0,0,7,owned_house
4,8,27,17,55,0,0,0,female,28,1,3,5,0,0,7,0,rented_flat
4,14,26,17,48,5,1.5,1,male,62,1,4,0,0,0,0,0,rented_flat
9,12,19,16,53,0,0,1,female,58,3,2,0,0,0,2,0,owned_house
1,14,29,26,26,0,0,1,female,31,4,4,5,1,0,0,0,owned_flat
6,11,25,16,51,2,1.5,0,female,46,4,3,5,3,0,4,0,owned_house
0,11,30,20,51,7,1.5,1,female,32,2,4,2,0,0,4,0,rented_flat
0,14,28,22,35,0,0,1,female,65,6,3,0,0,0,3,0,owned_flat
0,16,23,20,47,1,0.5,1,male,34,4,4,6,1,0,2,0,owned_house
2,14,29,16,31,0,0,1,male,70,4,3,7,2,0,6,6,rented_flat
2,0,25,18,52,0,0,0,male,24,2,4,5,0,0,2,0,rented_flat
5,16,25,21,48,0,0,0,male,42,2,4,4,0,0,0,7,rented_flat
4,16,31,24,39,0,0,0,male,61,2,3,5,1,1,0,0,owned_flat
6,15,18,14,60,20,5,1,female,35,6,4,5,2,0,0,0,owned_house
8,10,19,16,61,0,0,1,female,26,6,4,5,0,0,1,0,owned_flat
7,14,26,20,41,1,1.5,1,female,38,4,3,5,3,0,3,0,owned_house
5,19,26,18,48,5,1.5,1,female,35,6,4,0,2,0,0,0,rented_flat
2,10,31,20,62,4,3,1,male,27,2,2,5,0,0,0,0,rented_flat
8,12,20,19,63,0,0,0,female,58,1,4,0,0,0,0,0,rented_flat
5,14,28,24,36,0,0,1,female,55,4,5,4,1,0,3,0,owned_house
7,20,26,13,45,2,5,1,male,24,1,4,5,0,0,0,1,rented_flat
4,12,28,22,49,0,0,1,male,51,3,4,0,2,0,2,0,owned_house
3,10,21,16,53,1,0.5,1,female,39,5,4,5,0,1,2,0,owned_flat
5,11,24,18,54,0,0,1,female,52,2,3,7,0,0,4,0,rented_flat
7,6,25,16,50,0,0,0,female,33,2,4,5,0,0,4,0,rented_flat
7,20,25,20,49,4,5,1,male,59,4,4,5,0,0,3,0,owned_house
1,14,25,20,50,16,0.5,1,female,55,4,4,7,1,1,0,0,owned_house
2,14,28,26,38,2,0.5,1,female,48,2,4,6,0,1,6,6,owned_flat
6,12,28,21,46,2,0.5,1,male,65,1,5,0,2,0,6,0,owned_house
0,14,23,20,53,0,0,1,male,31,3,3,0,5,0,3,0,owned_house
10,9,19,12,54,2,0.5,0,male,54,4,4,5,0,0,4,0,owned_house
7,13,25,18,57,0,0,1,male,36,3,4,5,1,1,4,0,owned_flat
1,13,29,14,48,2,1.5,1,male,49,5,3,4,3,0,4,0,rented_flat
10,13,21,16,51,0,0,1,male,47,3,4,5,2,0,4,7,owned_flat
6,8,24,16,50,0,0,1,male,39,2,4,7,0,0,4,7,rented_flat
0,16,31,24,41,0,0,1,male,57,5,4,5,0,0,0,0,owned_house
5,18,23,14,47,0,0,1,male,25,3,2,7,1,1,5,5,owned_flat
2,10,28,19,48,0,0,0,female,59,1,4,0,0,0,0,7,rented_flat
12,13,22,15,48,5,3,1,female,42,2,3,3,0,0,4,0,rented_house
11,15,37,25,36,0,0,1,female,50,4,3,7,1,0,0,0,rented_flat
2,13,30,23,36,5,1.5,1,male,37,3,4,5,1,0,5,0,owned_house
8,9,20,15,53,1,0.5,1,male,29,5,3,5,0,0,4,0,rented_flat
11,8,20,14,58,1,1.5,1,female,61,4,4,5,0,0,0,0,owned_house
2,0,24,18,52,0,0,1,male,28,3,3,0,1,0,6,0,other
0,18,37,25,25,15,7,1,male,25,3,4,5,0,0,0,0,rented_flat
9,10,28,20,51,7,5,1,male,73,3,4,0,0,0,7,0,owned_house
6,12,28,17,46,4,0.5,1,female,58,1,1,0,1,0,4,0,owned_flat
10,12,23,14,54,1,9,1,female,44,2,1,0,0,0,0,0,rented_flat
6,6,24,15,54,0,0,0,female,26,4,5,5,3,0,1,0,owned_flat
1,14,24,25,50,0,0,1,male,20,1,4,0,0,0,3,0,rented_flat
12,12,23,16,54,1,0.5,1,male,39,4,4,5,1,0,7,7,owned_flat
6,12,23,17,43,0,0,1,female,53,4,3,4,2,1,0,0,owned_flat
10,10,30,16,51,0,0,0,female,54,1,1,0,1,0,5,7,rented_flat
1,12,28,28,35,0,0,1,male,25,2,3,5,0,0,0,7,rented_flat
7,11,26,16,41,10,1.5,1,female,48,3,3,3,1,0,7,0,owned_flat
7,13,18,18,58,0,0,1,female,27,2,5,0,0,0,0,0,rented_flat
6,22,25,10,47,1,0.5,1,male,32,2,1,7,1,0,2,0,rented_house
7,15,24,22,40,3,1.5,1,female,23,2,3,7,0,0,2,0,rented_flat
1,14,27,22,39,0,0,1,female,63,4,4,0,0,1,0,0,owned_house
11,10,14,12,61,0,0,0,male,21,1,4,5,0,0,0,0,rented_flat
7,15,24,18,42,2,0.5,0,male,27,4,4,6,0,0,5,0,rented_flat
8,7,24,12,49,0,0,1,male,31,3,5,5,0,0,6,0,rented_flat
10,13,20,16,56,0,0,1,female,43,1,4,5,0,0,0,0,rented_flat
4,18,27,22,32,0,0,1,female,27,1,4,0,2,0,5,7,rented_flat
3,11,27,15,48,3,5,1,male,46,4,2,5,0,1,7,7,owned_house
6,8,24,16,53,1,3,1,male,30,3,3,7,1,0,4,4,rented_flat
2,12,28,24,43,10,1.5,1,male,52,4,4,5,4,1,1,0,owned_house
6,11,25,20,51,5,0.5,1,female,20,4,2,0,0,0,0,0,other
11,13,18,19,50,0,0,1,female,27,3,4,0,2,1,2,0,rented_flat
12,11,22,18,62,0,0,1,male,51,1,2,6,1,0,6,7,owned_flat
0,11,25,19,47,15,7,1,female,61,2,4,0,0,0,0,0,owned_house
11,9,20,8,67,5,1.5,1,male,54,2,3,5,0,0,7,0,rented_flat
6,12,29,16,56,1,0.5,1,male,65,2,4,0,2,1,5,0,owned_house
3,18,34,23,38,0,0,1,male,28,4,4,7,1,0,7,0,rented_flat
6,11,25,22,53,1,12,0,male,24,2,5,2,3,0,3,3,rented_flat
7,9,29,19,46,0,0,1,female,42,3,3,6,0,0,7,7,owned_flat
0,11,37,25,22,4,0.5,1,male,24,3,2,0,0,0,4,0,owned_house
0,11,30,21,21,0,0,1,male,70,1,2,7,0,1,6,0,owned_house
6,14,25,21,48,10,1.5,1,female,51,3,3,0,1,0,1,0,owned_flat
8,12,20,16,63,25,7,1,female,41,5,2,0,1,0,0,0,rented_house
0,12,30,27,54,10,9,1,male,61,2,3,7,0,0,7,0,owned_house
8,13,18,15,55,0,0,1,female,23,1,2,0,0,0,4,0,rented_flat
9,11,23,19,40,5,3,1,female,43,4,4,0,1,0,0,0,rented_flat
2,11,30,16,47,5,1.5,1,female,65,1,4,0,0,0,0,0,owned_flat
8,14,24,20,50,0,0,1,female,31,3,3,5,0,0,3,0,rented_flat
7,10,24,18,47,1,1.5,1,male,50,5,4,5,0,0,5,0,rented_flat
7,13,25,20,48,0,0,1,female,42,5,4,3,2,0,0,0,owned_house
8,7,26,20,48,0,0,1,female,44,2,3,7,2,0,2,0,owned_flat
5,7,28,14,50,0,0,1,male,33,3,3,5,3,0,4,4,rented_flat
3,0,25,16,51,0,0,1,male,63,3,3,6,2,0,4,7,owned_flat
9,5,24,15,58,0,0,0,female,24,1,4,7,0,0,6,0,rented_flat
3,12,26,21,34,4,0.5,1,female,55,6,3,7,0,0,5,0,rented_flat
6,11,25,16,49,0,0,0,female,28,1,7,5,0,0,0,0,rented_flat
9,13,22,17,47,0,0,1,female,61,6,4,0,0,0,5,7,owned_house
3,17,17,20,55,0,0,1,female,61,1,4,0,1,1,0,0,owned_house
8,15,26,19,47,0,0,1,female,46,5,4,0,1,0,7,0,rented_flat
0,15,35,24,42,1,0.5,1,male,47,5,3,4,2,0,6,0,rented_flat
8,10,25,17,50,4,3,1,male,26,3,2,5,0,0,5,5,owned_house
2,12,34,25,49,4,1.5,1,female,48,3,3,5,0,0,2,0,owned_flat
1,14,36,25,43,0,0,1,female,25,2,5,7,2,1,4,0,owned_flat
5,16,20,17,58,4,0.5,1,female,28,3,1,5,0,0,3,0,rented_flat
3,14,24,18,49,0,0,0,male,20,3,4,5,0,0,5,0,owned_house
6,17,23,19,40,2,0.5,1,male,29,2,3,5,0,0,1,0,rented_flat
5,13,25,13,49,1,0.5,0,male,35,2,4,5,0,0,1,0,rented_flat
9,12,23,14,43,1,3,1,male,23,3,2,7,0,1,6,6,owned_house
5,13,30,22,34,0,0,1,female,56,4,4,0,1,0,0,0,owned_flat
5,11,22,17,42,5,1.5,1,female,45,1,4,5,0,1,0,0,owned_house
4,15,27,23,36,1,0.5,1,female,37,3,4,5,2,0,5,0,owned_house
11,11,21,16,60,0,0,1,male,40,2,4,7,0,0,2,0,owned_flat
7,8,28,19,47,0,0,1,male,28,3,4,5,0,0,2,0,rented_flat
5,15,26,21,38,0,0,0,female,31,5,4,0,1,0,0,0,owned_house
2,10,38,18,24,0,0,0,male,28,3,4,5,0,0,0,0,owned_house
5,11,27,18,49,0,0,1,female,49,5,4,5,0,0,6,0,owned_flat
9,14,22,20,44,0,0,1,female,38,4,3,4,3,0,0,0,owned_house
5,18,26,19,49,2,5,1,female,24,4,4,5,0,1,2,0,owned_flat
3,12,22,17,50,0,0,1,female,29,4,4,5,1,0,0,0,rented_flat
7,13,24,19,47,0,0,1,female,56,5,4,0,1,0,2,0,owned_house
2,13,30,19,35,20,1.5,1,male,62,1,3,5,2,1,0,0,owned_house
0,11,31,25,30,10,9,1,male,69,6,4,5,1,0,6,0,owned_house
6,10,27,22,45,0,0,1,female,33,4,2,4,2,0,4,0,owned_house
9,10,22,8,52,2,3,1,female,43,2,3,5,0,1,0,0,other
8,17,21,22,56,5,5,1,female,32,4,5,0,1,0,0,0,rented_flat
4,9,19,13,58,5,1.5,1,female,45,1,3,7,0,0,2,0,rented_flat
7,8,24,14,53,3,1.5,1,male,37,3,4,0,0,0,2,0,rented_flat
3,9,29,20,26,20,5,1,female,73,5,5,0,0,0,4,0,owned_house
7,11,24,15,49,0,0,1,male,47,4,4,5,0,0,0,7,owned_house
0,11,29,23,38,0,0,1,female,62,1,4,0,0,0,1,0,rented_flat
11,11,17,16,70,14,1.5,1,female,44,4,4,0,0,0,0,0,owned_flat
3,6,27,23,42,0,0,1,male,24,1,2,6,0,0,4,0,rented_flat
3,14,28,26,30,5,0.5,1,female,29,1,4,5,2,0,2,0,rented_flat
2,22,26,11,43,1,3,1,male,28,3,4,5,0,0,1,0,rented_flat
5,0,21,7,70,0,0,1,male,36,4,3,7,0,0,0,0,rented_flat
5,13,29,20,46,0,0,1,male,65,1,4,0,0,0,7,7,owned_flat
8,10,29,16,64,0,0,1,male,37,1,1,7,0,0,0,0,rented_flat
1,12,22,16,47,0,0,1,male,23,3,4,1,0,0,0,0,owned_house
7,11,29,16,38,0,0,1,female,29,3,4,5,0,1,3,0,owned_house
12,8,10,7,72,1,0.5,0,male,38,2,4,5,0,0,6,7,rented_flat
9,8,26,18,55,1,1.5,0,male,44,4,4,5,4,0,6,6,rented_flat
1,13,28,23,42,4,0.5,1,male,49,6,4,5,1,0,6,0,owned_flat
2,10,29,20,47,0,0,1,male,64,2,3,7,0,0,7,0,owned_house
7,13,20,21,62,0,0,1,female,38,2,3,0,2,0,0,0,owned_flat
2,17,31,22,33,0,0,1,male,42,2,2,5,0,0,4,7,owned_house
12,12,20,10,58,3,1.5,1,female,39,2,3,0,0,0,0,0,owned_flat
9,8,15,18,71,1,0.5,1,female,39,1,4,6,2,0,0,0,owned_house
11,9,20,11,60,15,3,1,female,27,1,1,5,0,0,4,0,rented_flat
8,6,14,10,66,10,1.5,1,female,34,3,4,0,2,0,0,0,rented_flat
11,13,28,13,42,0,0,1,male,43,3,3,5,0,1,4,4,rented_flat
1,16,35,25,21,0,0,0,male,38,3,4,5,0,0,2,0,rented_flat
4,10,25,16,50,2,0.5,1,male,21,2,3,7,4,0,3,3,owned_house
6,11,24,16,51,0,0,0,male,31,2,3,5,1,0,0,7,rented_flat
2,15,30,22,28,0,0,1,male,40,3,4,5,2,0,2,0,owned_flat
2,12,27,19,45,0,0,1,female,28,2,3,7,0,0,0,0,rented_flat
1,13,29,22,31,2,1.5,1,female,39,5,3,5,0,0,4,6,owned_flat
6,16,20,23,50,4,1.5,1,female,32,2,4,0,0,0,0,0,rented_flat
4,12,28,24,52,0,0,1,male,26,2,4,5,0,0,0,0,owned_house
5,12,22,18,48,0,0,1,female,34,4,3,7,0,0,4,0,rented_flat
7,14,27,22,55,10,3,1,female,41,2,1,0,2,0,7,0,rented_flat
6,14,23,20,53,5,3,1,female,58,4,4,0,0,0,6,0,owned_flat
11,12,21,15,56,0,0,1,male,20,1,1,0,0,0,1,0,rented_flat
6,14,29,22,27,1,1.5,1,female,29,2,3,0,1,0,7,0,rented_flat
0,13,30,21,58,20,3,1,female,46,3,4,5,0,0,5,0,owned_flat
2,11,38,28,28,2,0.5,1,female,69,1,4,0,0,0,2,0,owned_house
5,12,28,19,47,20,0.5,1,male,62,2,4,6,2,0,0,0,rented_flat
3,10,26,9,50,20,3,1,female,36,1,5,0,2,0,0,0,owned_house
6,11,24,18,46,0,0,1,male,39,4,4,5,0,1,2,7,owned_house
3,11,24,15,56,0,0,0,male,42,4,3,5,1,0,0,7,owned_house
1,13,37,23,36,2,0.5,0,female,37,5,4,7,1,0,0,0,rented_flat
0,13,28,18,49,0,0,0,male,33,2,4,7,0,0,4,0,rented_flat
2,10,28,18,56,0,0,1,male,47,2,2,0,0,0,0,0,owned_flat
3,8,27,17,42,0,0,1,male,55,2,4,6,0,0,0,0,rented_flat
6,12,27,17,49,0,0,1,female,25,1,5,4,0,0,3,0,rented_flat
9,7,21,15,61,0,0,1,female,35,2,4,0,1,0,3,0,other
2,17,26,20,51,0,0,0,female,31,3,3,5,0,0,0,0,rented_flat
0,14,27,28,51,5,0.5,0,male,30,6,5,7,0,0,0,0,rented_flat
5,16,26,22,50,3,1.5,1,male,28,4,4,5,0,0,3,0,rented_flat
1,15,26,18,62,0,0,1,female,47,3,1,5,0,0,5,0,owned_flat
8,8,18,15,51,2,1.5,0,male,41,4,1,7,2,0,7,5,owned_house
3,15,30,16,40,5,1.5,1,male,29,5,4,5,0,0,6,7,rented_flat
12,11,17,7,53,0,0,1,female,22,5,4,5,0,0,0,0,owned_flat
4,12,30,21,45,0,0,1,female,49,2,3,0,0,0,0,0,owned_house
5,12,17,15,63,0,0,0,male,24,5,3,2,0,0,1,0,owned_flat
7,14,23,20,59,2,1.5,1,male,37,5,3,5,2,0,0,0,rented_flat
5,13,31,24,32,0,0,1,female,58,4,2,5,1,1,4,0,owned_flat
11,11,28,24,52,7,3,1,female,70,1,1,0,3,1,0,0,rented_flat
8,12,24,14,46,0,0,1,female,59,2,2,7,0,0,7,0,owned_flat
9,14,27,20,30,2,0.5,1,male,62,4,1,7,2,0,0,0,rented_flat
1,18,24,18,49,0,0,1,male,28,3,4,5,1,0,2,7,rented_flat
9,13,32,28,58,0,0,1,male,36,4,4,5,0,0,0,0,rented_flat
7,7,25,16,49,5,1.5,1,male,38,3,2,5,2,0,5,0,rented_flat
1,12,28,23,39,4,9,1,female,59,2,4,7,0,0,7,0,rented_flat
2,18,29,23,38,3,3,1,male,62,5,3,2,0,1,0,7,owned_house
2,12,30,22,40,0,0,1,female,73,4,4,0,0,1,3,0,rented_flat
7,11,27,20,41,0,0,1,female,64,1,1,5,2,0,0,0,owned_house
3,15,34,26,58,0,0,1,female,44,6,4,0,1,0,4,0,owned_house
3,15,26,23,54,3,0.5,1,female,71,3,4,0,1,0,3,0,owned_flat
0,14,26,17,46,4,1.5,1,male,75,2,4,0,0,0,4,0,owned_house
6,22,24,10,49,3,3,1,female,28,4,3,7,1,1,5,7,owned_house
7,15,30,17,35,0,0,1,female,38,2,3,3,0,0,0,7,rented_house
1,12,29,18,63,0,0,1,female,64,1,4,0,0,0,0,0,owned_flat
0,12,30,26,30,1,0.5,1,male,67,4,4,5,0,0,0,0,owned_house
4,7,28,20,55,0,0,1,male,28,3,4,5,0,0,3,0,rented_flat
2,11,25,17,56,4,3,1,female,34,2,4,5,0,0,2,0,rented_flat
10,8,14,17,53,1,0.5,0,female,54,2,6,5,0,1,0,0,owned_flat
0,14,40,28,20,7,12,1,male,49,2,1,5,0,0,0,7,rented_flat
9,15,23,17,40,3,1.5,1,female,22,3,4,5,0,1,3,0,owned_house
6,12,25,21,42,0,0,1,male,67,1,2,0,0,0,2,0,owned_house
11,12,17,4,70,1,0.5,1,male,29,1,4,6,0,0,4,0,rented_flat
