Depression and anxiety,Life satisfaction,Self-esteem,Subjective happiness,Loneliness,Greenspace use (frequency),Greenspace use (duration),Nature view,Sex,Age,Income,Impact of COVID-19 on income,Number of working days,Number of children,Presence of a pet,Frequency of drinking alcohol,Frequency of smoking,Housing type
6,6,18,13,66,0,0,0,male,48,2,3,6,0,0,6,0,rented_flat
7,9,22,16,60,0,0,1,female,45,4,4,0,1,0,1,0,owned_house
1,13,29,19,52,2,0.5,1,male,73,2,4,0,0,1,0,7,owned_house
7,11,28,21,53,30,5,0,male,71,3,4,4,1,0,0,0,owned_house
3,12,25,22,48,0,0,1,female,71,1,4,2,0,0,0,0,owned_flat
8,7,24,18,44,0,0,0,female,40,2,4,5,0,0,3,0,rented_flat
2,15,30,23,36,0,0,1,female,60,3,4,0,0,0,5,0,owned_house
3,16,32,25,31,10,3,1,male,31,4,4,5,1,1,0,0,owned_house
7,11,28,18,51,0,0,1,male,57,1,4,5,0,0,0,0,owned_house
12,8,22,6,77,0,0,0,male,34,5,4,5,0,0,5,0,rented_flat
5,13,26,22,49,0,0,0,female,65,3,3,2,1,1,0,7,owned_flat
11,10,15,6,75,0,0,0,male,70,1,4,0,0,0,0,0,rented_flat
5,8,29,19,43,2,1.5,0,male,79,2,4,0,0,0,7,7,owned_house
10,10,11,10,75,0,0,1,female,45,4,4,5,1,0,0,7,rented_flat
9,12,30,23,52,0,0,1,male,60,5,3,7,0,1,0,0,owned_house
7,18,28,21,39,1,0.5,0,female,64,4,3,0,0,0,7,7,owned_flat
12,9,13,16,73,0,0,1,female,47,3,4,0,0,0,0,0,rented_flat
6,7,27,18,46,1,0.5,1,male,63,2,2,5,0,0,1,7,rented_flat
6,10,28,12,49,2,3,1,male,51,4,5,7,1,1,6,6,owned_flat
8,11,28,16,40,0,0,1,female,64,3,1,5,1,0,0,0,owned_house
4,4,29,20,51,0,0,1,female,78,4,4,0,0,0,7,0,owned_flat
4,16,26,19,52,5,0.5,1,male,70,4,4,7,3,0,6,4,owned_house
1,13,25,20,55,0,0,1,male,65,2,2,6,1,1,0,0,owned_house
2,8,33,23,39,0,0,1,female,58,3,3,5,0,0,6,7,rented_flat
0,10,30,20,43,2,1.5,1,male,72,5,4,5,0,0,0,0,owned_house
3,11,27,21,49,0,0,1,female,71,2,3,4,0,0,7,0,rented_flat
9,13,31,17,31,25,5,1,female,64,1,4,0,0,0,5,0,owned_house
4,16,30,24,48,0,0,1,male,56,5,3,7,0,0,5,0,owned_flat
5,14,30,16,51,20,12,1,male,67,2,5,0,0,0,5,0,owned_flat
4,12,26,16,52,0,0,0,female,45,2,4,5,0,0,3,0,rented_flat
10,6,24,11,71,0,0,1,male,47,1,2,0,0,0,7,0,owned_house
0,12,31,20,36,0,0,1,male,35,5,5,5,1,0,4,0,owned_flat
7,11,26,19,53,0,0,1,female,62,1,4,0,0,0,2,0,owned_flat
2,16,28,20,50,0,0,1,female,56,5,3,0,1,1,0,0,owned_house
2,17,32,24,24,0,0,1,female,60,2,4,0,0,0,0,0,owned_house
10,13,27,13,68,0,0,0,male,57,1,4,6,0,0,7,4,rented_flat
11,11,13,16,72,2,1.5,0,female,49,1,4,7,0,0,0,0,rented_flat
12,10,10,4,76,0,0,1,female,51,1,4,5,0,0,0,0,rented_flat
0,11,26,26,34,1,0.5,1,female,60,5,4,0,0,0,4,0,owned_flat
0,13,32,23,33,0,0,1,male,60,6,4,5,0,1,4,0,owned_house
2,10,33,21,26,1,0.5,1,female,73,2,4,0,0,0,0,0,owned_house
0,14,36,24,32,5,3,1,male,72,4,4,7,0,0,4,0,owned_flat
1,12,31,23,40,0,0,1,male,72,2,4,0,0,0,4,0,owned_house
6,5,30,18,48,0,0,1,male,70,1,4,0,2,0,7,0,owned_house
9,12,22,17,41,0,0,1,female,67,2,4,0,0,0,1,0,owned_house
4,15,28,19,48,0,0,1,female,70,4,4,7,0,0,0,0,owned_flat
4,12,24,15,46,8,3,0,male,38,4,3,5,3,0,4,0,owned_flat
2,14,28,20,57,0,0,1,female,52,3,4,3,0,0,0,0,rented_flat
3,6,24,11,50,1,1.5,1,male,41,3,3,6,1,1,4,6,owned_flat
2,16,27,19,45,15,7,1,male,70,2,4,0,0,0,4,0,owned_house
6,13,33,24,32,15,3,1,male,71,3,4,0,0,0,3,0,rented_flat
7,12,25,23,45,6,1.5,0,male,48,4,4,5,1,0,4,0,owned_house
6,10,31,22,36,0,0,1,male,70,3,4,7,1,1,6,7,owned_house
0,14,33,22,24,15,5,1,male,76,1,3,0,0,0,0,0,owned_house
9,8,26,16,42,0,0,0,male,73,1,4,0,0,0,0,0,owned_flat
1,12,31,23,29,0,0,1,female,36,5,5,0,2,0,0,7,owned_flat
0,2,27,17,44,0,0,1,male,37,3,4,5,0,0,5,0,rented_house
2,6,30,19,44,1,0.5,1,male,65,4,1,7,0,0,7,7,owned_flat
7,12,26,18,47,3,0.5,1,female,63,1,3,7,0,0,0,0,owned_flat
0,12,31,20,50,0,0,1,male,52,5,4,5,0,1,2,0,owned_flat
2,14,28,23,49,1,0.5,1,female,47,2,1,7,1,0,6,0,rented_flat
3,11,37,19,51,3,1.5,1,male,54,6,4,5,0,0,5,0,owned_flat
11,8,22,17,45,0,0,1,male,54,4,4,5,0,1,7,0,owned_flat
6,12,25,22,44,0,0,1,female,78,3,4,0,0,0,0,0,owned_house
7,10,29,18,50,15,7,1,male,72,2,4,0,0,0,1,0,owned_flat
12,8,15,4,79,0,0,1,male,48,1,1,0,0,0,7,0,owned_house
1,13,30,19,34,7,3,1,male,72,4,3,7,0,0,0,0,owned_flat
9,6,20,14,59,0,0,1,female,70,2,4,0,0,1,0,7,owned_house
11,14,21,16,54,0,0,1,female,59,2,4,4,2,0,7,7,owned_flat
2,12,28,19,43,0,0,1,female,59,4,4,5,1,0,7,0,rented_flat
7,11,27,9,58,2,0.5,1,female,60,2,4,0,0,0,7,7,owned_house
1,16,31,18,49,0,0,1,male,69,3,4,0,0,0,6,0,owned_flat
11,5,20,13,61,0,0,1,male,58,2,2,7,0,0,4,0,owned_house
1,10,28,20,43,25,5,1,female,73,2,4,0,0,0,3,0,owned_house
8,8,20,9,62,0,0,1,male,36,2,4,7,0,0,4,0,rented_flat
1,11,27,19,33,0,0,1,male,54,1,2,0,0,0,0,7,other
0,12,34,18,50,0,0,1,male,65,2,4,0,0,0,0,0,owned_flat
12,15,11,5,80,0,0,0,male,31,3,1,5,1,0,7,0,owned_house
4,13,34,26,39,4,0.5,1,female,54,4,3,4,0,0,4,0,owned_house
11,12,26,13,65,6,5,1,male,37,3,4,5,2,0,3,0,rented_flat
10,11,10,16,80,0,0,0,male,30,1,4,5,0,0,0,0,rented_flat
1,12,28,23,45,0,0,1,male,71,2,3,0,2,1,0,0,owned_house
6,13,25,21,35,31,0.5,1,female,54,1,1,4,2,0,2,0,rented_flat
3,13,28,20,53,0,0,1,male,72,2,4,0,0,1,7,0,owned_house
3,11,23,18,52,0,0,1,female,66,1,4,4,0,0,0,0,owned_house
8,13,27,18,47,0,0,1,female,60,3,3,7,0,0,7,0,owned_house
8,4,28,16,45,0,0,1,male,44,5,1,6,1,0,0,7,rented_flat
9,13,25,16,58,0,0,1,female,62,1,4,6,2,0,0,0,owned_house
1,14,37,23,35,1,1.5,1,male,54,6,4,5,0,1,4,0,owned_house
1,15,30,22,33,1,0.5,1,female,61,1,3,0,0,1,0,0,owned_house
9,14,29,22,43,1,1.5,1,female,63,3,4,0,0,0,0,0,owned_house
3,10,28,21,47,3,0.5,1,female,73,2,4,0,0,0,0,0,owned_flat
10,7,25,15,57,0,0,0,male,53,4,4,5,0,0,1,0,owned_house
0,14,27,19,55,0,0,0,female,71,3,3,0,0,0,0,0,owned_house
10,10,23,15,45,0,0,1,male,73,2,3,0,0,0,1,0,owned_flat
2,0,29,15,51,1,0.5,1,male,38,2,3,5,1,0,0,0,owned_house
0,14,34,25,34,1,3,1,female,63,3,4,0,0,0,0,0,owned_house
11,9,18,9,43,0,0,1,male,53,4,4,5,0,0,7,7,owned_flat
1,16,37,26,44,10,11,1,male,53,6,3,5,1,0,0,0,owned_house
5,12,27,18,51,0,0,1,female,61,5,4,4,0,1,0,7,owned_house
1,14,38,26,31,0,0,0,female,71,2,2,1,0,1,0,7,owned_house
7,11,27,16,43,0,0,1,male,52,4,3,5,0,0,4,7,owned_house
7,5,26,18,55,1,3,1,male,50,5,3,6,1,0,4,1,owned_flat
0,14,33,24,21,15,1.5,0,female,72,3,4,0,1,0,4,0,owned_house
1,17,30,20,41,5,0.5,1,female,56,4,3,7,0,1,5,0,owned_house
1,8,30,20,44,0,0,1,male,79,2,4,0,0,0,0,0,owned_house
1,12,28,22,42,8,1.5,1,male,61,4,4,5,0,1,0,0,owned_flat
1,14,29,20,42,3,0.5,1,male,74,2,4,0,0,0,7,0,owned_house
2,11,28,19,35,7,1.5,1,female,59,4,4,0,0,0,0,0,owned_flat
3,14,27,24,51,20,3,1,female,63,6,4,0,0,1,4,0,owned_flat
12,11,21,15,50,1,0.5,1,female,77,1,4,0,0,0,1,0,owned_house
0,16,35,25,48,0,0,1,male,51,4,2,5,1,0,5,0,rented_flat
8,15,22,13,49,2,3,1,female,52,5,4,0,2,0,6,7,owned_house
4,12,32,20,42,0,0,1,female,66,4,4,5,0,0,6,0,rented_flat
1,13,29,20,44,0,0,0,female,39,5,4,7,0,1,5,0,owned_house
5,11,24,19,39,0,0,0,female,77,2,4,0,0,0,0,0,owned_flat
4,12,30,20,49,5,1.5,1,male,60,2,1,0,0,0,5,0,owned_flat
6,13,23,17,45,3,0.5,1,female,31,3,2,0,0,1,0,0,owned_flat
4,16,30,23,34,0,0,1,female,58,2,4,0,0,0,6,0,owned_flat
8,14,28,13,47,0,0,0,female,50,4,4,5,0,0,5,6,rented_flat
1,12,27,22,47,0,0,1,male,66,4,3,1,0,0,5,0,owned_house
7,8,23,16,47,0,0,1,male,51,4,4,6,2,0,7,0,owned_flat
2,13,24,15,56,5,1.5,1,male,70,1,4,0,0,0,4,0,owned_house
1,11,22,18,64,0,0,1,female,32,1,4,0,0,0,0,0,owned_flat
0,11,29,17,33,2,0.5,1,female,75,5,4,2,1,0,3,0,owned_flat
8,17,29,24,36,6,0.5,0,female,59,3,4,0,0,0,6,0,owned_flat
0,15,31,22,30,0,0,1,male,64,1,4,0,0,1,5,0,rented_house
2,16,25,17,50,1,0.5,1,male,38,3,4,6,0,0,4,0,rented_flat
1,14,34,24,26,20,1.5,1,female,73,4,4,0,0,1,5,0,owned_flat
12,8,10,4,80,20,5,0,male,50,1,1,7,1,0,1,7,owned_flat
9,8,11,10,76,20,12,1,male,55,1,4,0,4,0,7,0,owned_house
11,7,13,7,79,0,0,1,female,42,2,2,3,0,0,0,7,owned_flat
5,14,27,12,61,0,0,1,female,48,3,4,5,0,0,4,0,rented_flat
6,14,26,16,49,0,0,1,male,39,3,4,5,0,0,0,7,rented_flat
6,12,30,22,33,1,1.5,1,female,69,2,3,0,0,1,3,7,owned_house
2,10,24,20,60,30,11,1,male,71,6,4,0,5,0,7,0,owned_house
1,14,29,23,42,0,0,1,female,61,4,4,5,0,1,0,7,owned_house
12,6,11,4,80,0,0,1,female,38,3,4,5,0,0,2,0,rented_flat
0,11,29,17,42,0,0,1,female,70,1,4,0,0,0,0,0,owned_house
5,13,33,24,35,1,0.5,1,male,58,5,4,7,0,0,6,0,owned_house
12,11,14,4,75,0,0,1,male,33,3,4,7,0,0,5,0,rented_flat
2,14,34,20,21,0,0,1,male,47,4,3,5,1,0,6,0,owned_house
2,11,27,18,46,2,1.5,1,female,62,2,4,0,0,0,0,0,owned_house
0,10,29,17,57,25,9,1,male,75,3,4,0,0,0,0,0,owned_flat
0,10,32,16,41,0,0,1,male,67,4,2,6,2,0,2,0,owned_flat
2,7,24,16,41,0,0,1,female,72,2,4,0,0,0,0,0,owned_flat
1,13,33,25,39,0,0,1,male,61,4,4,7,0,1,7,0,owned_house
6,12,19,17,44,7,0.5,1,female,34,2,4,6,0,0,0,0,owned_flat
3,10,30,20,48,0,0,1,male,46,4,4,5,0,0,7,0,rented_flat
2,11,31,20,34,0,0,0,female,71,1,4,0,0,0,0,0,owned_flat
1,14,31,23,43,5,1.5,1,male,72,4,4,0,0,0,4,0,owned_house
1,14,31,20,43,0,0,0,male,62,4,4,5,0,0,7,0,rented_flat
3,14,28,20,41,1,0.5,1,female,53,3,3,7,0,1,4,0,owned_house
0,12,29,22,37,0,0,1,male,79,2,4,1,0,0,0,0,owned_house
0,12,36,25,23,2,0.5,1,female,73,1,4,0,0,0,7,0,owned_house
11,13,23,16,51,0,0,1,female,43,1,3,5,0,0,0,0,rented_flat
9,6,18,8,52,0,0,1,female,76,1,4,0,0,1,0,0,owned_flat
3,9,23,18,40,5,3,1,female,32,4,4,0,1,1,0,0,rented_flat
11,13,23,16,47,0,0,1,female,62,1,3,5,0,1,0,0,owned_house
1,15,26,24,45,15,3,1,male,61,4,4,5,0,1,6,7,owned_flat
7,10,21,14,56,0,0,1,female,52,3,3,0,1,0,1,0,owned_flat
5,12,26,18,36,15,3,1,female,65,4,4,0,0,1,0,0,owned_house
6,9,22,15,56,0,0,1,female,44,6,4,5,1,0,0,0,owned_flat
1,15,28,19,54,0,0,1,female,36,3,4,5,1,0,2,0,rented_flat
0,12,28,17,53,0,0,1,male,60,3,5,7,0,0,0,0,owned_house
9,10,15,14,69,0,0,1,male,36,2,4,7,0,1,4,0,owned_house
1,12,34,25,38,1,0.5,1,male,74,6,2,6,0,0,7,7,rented_flat
9,12,22,13,59,3,3,1,male,73,2,4,0,0,0,1,0,owned_house
2,10,28,21,50,3,0.5,1,male,46,2,2,3,1,0,4,0,owned_flat
1,13,28,19,58,31,12,1,male,71,2,4,0,0,0,0,0,owned_house
0,10,29,20,41,20,5,1,male,71,1,4,0,0,0,5,0,owned_house
3,11,29,19,40,20,0.5,1,female,51,3,4,5,0,0,0,0,rented_flat
8,7,27,18,48,5,0.5,1,female,72,4,4,0,0,1,0,0,owned_flat
0,13,31,24,32,0,0,1,female,75,2,4,0,1,0,0,0,owned_house
4,10,25,16,59,0,0,1,male,27,2,4,0,0,0,0,0,rented_flat
0,12,28,23,29,0,0,1,male,76,2,4,0,0,1,7,0,owned_house
8,0,26,16,52,0,0,0,male,50,5,4,6,0,0,0,7,owned_flat
0,9,30,27,33,2,0.5,1,male,75,2,4,0,0,0,6,7,owned_flat
4,13,28,22,37,0,0,1,female,49,5,4,5,0,0,7,7,rented_flat
2,18,35,24,55,0,0,1,female,33,2,4,5,0,0,4,0,owned_house
0,13,33,20,36,2,0.5,1,male,37,3,4,5,0,0,4,7,rented_flat
5,15,26,19,46,2,1.5,1,female,42,5,4,5,2,0,1,0,owned_flat
7,10,23,16,32,0,0,1,female,72,2,4,0,0,0,0,0,owned_flat
1,12,33,19,38,2,0.5,1,female,74,2,4,0,0,0,0,0,owned_house
2,12,32,18,30,0,0,1,male,47,6,4,7,1,0,0,0,owned_flat
11,8,20,14,47,2,0.5,1,female,73,2,4,0,0,0,6,0,owned_flat
3,15,29,20,51,0,0,0,male,48,2,4,6,0,0,1,7,rented_flat
9,14,27,22,38,0,0,1,female,34,2,3,3,0,0,0,0,owned_flat
4,7,24,17,47,1,0.5,1,male,76,1,4,7,0,1,7,0,owned_house
3,11,33,18,47,0,0,1,male,54,5,4,5,2,0,7,0,owned_house
4,14,25,18,37,0,0,1,female,38,4,4,5,2,0,1,0,owned_flat
1,15,31,22,38,0,0,1,male,75,1,4,0,0,0,7,0,owned_house
1,10,27,18,40,0,0,1,male,48,1,4,0,0,0,0,7,rented_flat
2,12,37,28,32,31,11,1,female,72,1,3,6,0,0,7,0,rented_flat
0,16,28,22,45,20,3,1,female,61,3,3,6,0,0,7,0,owned_flat
8,11,28,16,51,0,0,0,male,49,6,4,5,3,0,0,0,owned_flat
2,12,29,19,41,0,0,1,female,70,3,4,6,0,0,5,7,owned_house
1,12,26,24,35,0,0,1,female,78,1,4,0,0,0,5,0,owned_flat
5,9,20,13,62,0,0,1,male,61,2,4,0,0,0,7,0,rented_flat
0,15,35,24,33,1,0.5,1,female,68,3,4,0,1,0,4,0,owned_flat
5,11,26,16,43,0,0,1,female,70,2,4,0,0,0,0,0,owned_flat
11,12,22,14,73,0,0,1,male,62,1,3,5,0,0,4,0,owned_house
5,7,24,15,50,0,0,1,male,56,6,4,5,1,0,7,0,owned_house
11,12,21,19,61,8,1.5,1,male,45,3,3,5,2,0,6,0,owned_flat
7,14,27,17,48,0,0,1,female,63,1,4,0,0,0,0,0,owned_house
7,12,28,21,48,0,0,1,female,51,3,2,0,1,1,4,0,rented_flat
0,14,28,22,35,5,1.5,1,female,64,2,4,3,0,1,0,0,owned_flat
4,12,24,23,40,4,1.5,0,female,41,5,3,5,0,0,0,0,owned_house
6,5,27,18,51,0,0,1,female,48,3,3,5,2,0,6,0,owned_house
5,15,32,20,38,0,0,1,male,75,3,4,0,0,1,5,0,owned_house
6,9,26,16,53,0,0,0,male,38,1,5,0,0,0,0,0,owned_house
11,13,23,12,60,0,0,1,female,27,3,4,5,0,0,3,0,owned_house
0,15,29,19,52,0,0,1,male,76,1,4,0,0,0,7,0,owned_house
2,11,25,22,51,0,0,0,male,50,6,5,3,5,0,0,0,other
0,13,37,20,29,0,0,1,female,79,1,4,0,0,0,0,0,owned_house
4,0,27,20,50,0,0,0,male,64,6,4,7,0,1,7,0,owned_flat
6,6,25,12,55,0,0,1,male,54,1,1,0,0,0,0,0,rented_house
0,14,29,21,66,4,1.5,1,female,70,3,4,0,0,0,4,0,rented_flat
4,14,31,20,42,0,0,1,male,68,5,4,4,0,0,7,0,owned_house
9,6,25,16,49,0,0,1,female,70,1,4,6,0,0,0,0,other
1,11,28,20,37,4,5,1,female,55,3,3,7,0,0,1,0,owned_flat
7,13,20,10,68,0,0,1,female,62,6,6,0,2,0,0,0,owned_flat
3,5,29,18,46,0,0,1,female,55,6,3,5,0,0,7,0,owned_flat
3,14,33,14,36,0,0,0,female,54,3,3,6,0,0,0,7,owned_flat
10,6,10,10,47,0,0,0,male,58,5,4,5,0,0,7,7,owned_house
12,10,15,4,58,2,0.5,1,female,38,2,3,0,2,0,0,0,rented_flat
1,17,33,23,22,31,12,1,male,75,1,4,7,0,0,6,0,owned_house
3,10,25,26,50,0,0,1,female,31,4,4,5,0,1,7,0,rented_flat
4,11,29,20,41,5,0.5,1,female,69,2,4,0,0,0,5,0,owned_flat
0,18,35,23,34,10,5,1,female,63,6,4,0,0,0,0,0,owned_house
9,10,24,16,58,25,11,1,female,58,4,4,5,0,0,0,0,owned_flat
12,11,12,10,52,0,0,0,male,32,1,1,5,0,0,2,0,rented_flat
6,11,18,12,50,0,0,1,male,47,3,3,5,2,0,0,0,owned_house
1,11,25,14,51,0,0,1,female,69,6,4,0,2,0,1,0,owned_house
3,15,26,18,47,0,0,1,male,53,5,3,7,0,1,7,0,owned_house
1,16,31,18,54,2,1.5,1,male,72,3,4,5,0,0,4,0,owned_house
0,14,31,20,49,0,0,1,female,64,3,4,0,0,0,0,0,owned_flat
4,12,26,15,53,1,0.5,1,male,61,1,3,7,0,0,0,0,owned_house
2,0,26,18,49,0,0,1,female,68,2,4,0,0,0,0,0,owned_flat
10,11,18,16,55,0,0,1,male,52,3,4,6,0,0,1,0,owned_flat
2,0,25,16,49,0,0,1,male,59,1,4,5,0,0,5,7,rented_flat
8,7,27,14,50,0,0,1,male,24,2,4,4,0,0,3,0,rented_flat
1,11,30,18,45,0,0,1,female,70,5,4,0,0,0,4,0,owned_house
1,14,35,23,31,0,0,1,female,75,4,4,0,1,0,0,0,owned_house
5,14,30,24,37,0,0,1,female,56,4,4,5,0,0,7,0,owned_house
6,10,28,19,36,0,0,1,male,66,1,4,0,0,0,7,4,owned_flat
2,9,24,17,54,0,0,1,female,53,3,4,7,0,1,0,0,owned_house
4,14,28,20,49,0,0,1,male,76,2,3,0,3,0,0,0,owned_flat
3,13,29,19,50,10,3,1,male,73,3,4,0,0,0,0,0,owned_house
5,15,30,23,43,0,0,1,female,60,2,3,0,2,0,0,0,owned_flat
4,12,30,27,41,20,1.5,1,male,56,2,1,7,0,0,0,7,owned_house
2,14,30,20,37,0,0,1,female,46,5,3,7,5,0,7,7,owned_house
5,4,23,18,52,0,0,1,female,31,3,3,0,0,0,3,0,rented_flat
11,7,24,16,49,0,0,0,male,56,4,3,5,0,0,5,0,rented_flat
3,13,18,16,56,0,0,1,male,42,3,4,5,0,0,0,0,rented_flat
3,12,34,24,42,0,0,1,male,72,3,4,0,0,0,7,0,owned_house
3,15,26,16,50,0,0,1,female,54,2,2,5,0,0,4,0,rented_flat
1,16,34,22,44,0,0,0,male,77,3,4,0,1,0,0,0,owned_house
4,15,27,21,41,0,0,1,female,70,2,4,0,1,0,4,6,owned_house
6,11,26,19,42,0,0,1,male,43,4,4,5,0,0,4,7,owned_house
8,9,23,13,57,0,0,0,female,46,2,3,7,1,0,0,0,rented_flat
9,13,23,15,45,0,0,1,female,60,1,4,0,0,0,0,0,owned_house
6,13,30,20,47,10,5,1,female,74,1,4,0,0,1,2,0,rented_flat
4,7,29,20,40,0,0,1,male,73,2,3,1,0,0,4,0,owned_house
2,16,30,23,37,0,0,0,female,66,4,4,0,0,0,7,7,owned_house
0,14,30,18,42,0,0,1,female,70,2,1,1,0,0,5,0,owned_flat
0,13,29,23,46,3,1.5,1,male,72,1,4,0,0,1,4,0,owned_house
0,12,29,19,26,0,0,1,female,79,1,4,0,0,0,0,0,owned_flat
2,6,28,18,42,0,0,1,male,70,3,4,7,0,0,3,7,owned_house
11,8,21,12,60,0,0,0,male,52,5,4,5,0,0,4,0,owned_house
0,12,30,22,34,2,1.5,1,female,72,1,2,5,0,0,3,0,owned_house
4,11,27,21,51,1,1.5,1,male,63,2,4,0,0,0,6,0,owned_house
5,3,27,19,47,31,12,1,male,59,5,3,7,0,0,7,0,owned_flat
1,16,29,24,51,0,0,1,male,62,4,4,5,0,0,1,0,owned_house
7,12,27,17,48,0,0,1,male,52,3,4,7,0,0,0,7,owned_house
2,13,23,21,50,0,0,1,male,59,5,4,7,1,1,4,0,owned_house
0,12,38,28,27,0,0,1,female,72,5,4,0,1,0,3,0,owned_flat
3,13,17,25,56,0,0,1,female,31,2,2,0,2,0,5,7,rented_flat
9,11,26,14,51,12,0.5,1,female,75,2,3,0,0,1,6,0,owned_house
6,16,26,25,34,2,1.5,1,female,63,1,4,0,0,0,4,0,owned_house
1,12,29,22,41,0,0,1,male,69,2,4,7,0,0,6,0,owned_house
0,16,36,21,34,0,0,1,male,48,5,3,5,0,0,2,0,owned_house
6,13,25,16,48,0,0,1,female,43,6,3,6,0,0,0,0,rented_flat
2,11,33,19,49,10,1.5,1,female,71,1,1,7,0,0,0,0,owned_flat
0,13,28,20,35,0,0,1,male,76,1,4,7,0,1,2,0,owned_house
0,12,29,22,45,30,7,1,female,44,2,3,0,1,0,0,0,rented_flat
1,14,35,24,52,0,0,1,female,69,5,1,0,0,0,5,0,owned_flat
9,12,29,17,52,0,0,1,female,41,2,3,5,1,0,5,0,rented_flat
3,13,28,20,45,0,0,0,female,63,6,4,7,0,0,0,0,owned_house
4,12,32,22,42,10,5,1,female,71,2,4,2,0,0,5,0,owned_flat
7,11,34,16,50,0,0,1,female,47,1,3,5,0,0,0,0,rented_flat
0,13,35,28,41,5,3,1,male,70,3,4,0,0,0,0,0,owned_house
4,4,23,16,50,0,0,0,male,64,3,3,5,0,0,4,0,rented_flat
1,11,33,20,42,20,11,1,male,71,4,4,7,0,0,0,7,owned_house
3,8,27,18,44,0,0,1,male,62,6,4,5,0,0,0,5,owned_house
2,17,35,25,22,0,0,0,female,71,2,4,0,0,0,2,0,owned_house
4,8,19,16,52,0,0,1,female,73,2,4,0,0,0,7,0,owned_flat
1,10,31,18,54,1,0.5,0,male,64,1,3,2,0,0,0,0,rented_flat
10,10,19,10,50,0,0,1,male,34,2,4,3,0,0,0,7,rented_flat
2,14,22,17,40,0,0,1,male,39,1,1,6,0,0,6,7,owned_house
0,9,29,19,34,10,5,1,male,79,1,3,0,0,0,5,0,owned_house
5,15,28,26,40,25,5,1,female,37,3,4,7,2,0,4,0,rented_flat
2,16,30,19,39,0,0,1,female,73,1,4,0,0,0,7,0,owned_house
10,12,27,18,45,2,0.5,1,male,59,4,4,5,0,0,7,0,owned_house
9,11,25,16,51,0,0,1,male,33,3,2,5,0,0,0,0,rented_flat
10,11,27,18,49,5,7,1,male,73,2,4,0,0,0,7,0,owned_flat
0,14,34,25,27,0,0,0,female,70,2,4,0,0,0,0,0,owned_house
4,12,27,20,47,0,0,1,male,61,4,3,5,0,0,6,0,owned_house
1,16,28,21,53,0,0,1,female,60,6,4,0,0,0,0,0,owned_house
6,12,26,16,52,0,0,1,female,50,3,4,5,2,0,0,0,rented_flat
1,15,31,20,39,1,0.5,1,male,70,2,4,0,0,1,5,7,owned_house
2,11,17,20,60,0,0,0,male,49,2,2,5,0,0,7,0,rented_house
8,10,15,15,71,10,0.5,1,male,37,6,3,6,0,0,2,0,rented_flat
3,11,20,16,60,0,0,0,female,73,2,4,0,0,0,7,0,owned_flat
9,14,21,19,46,0,0,1,female,61,4,4,0,0,0,6,0,owned_flat
8,14,27,17,50,0,0,1,female,61,5,4,5,0,0,4,0,owned_house
11,9,19,17,53,0,0,1,female,47,3,4,0,0,0,1,0,owned_flat
5,12,29,21,37,0,0,1,female,71,2,4,0,0,0,5,0,rented_flat
8,12,16,12,56,0,0,0,female,50,1,4,5,0,0,0,0,owned_flat
5,12,29,21,41,3,0.5,1,female,60,1,1,0,0,0,0,0,owned_house
7,12,25,17,44,15,7,1,female,67,3,4,0,0,0,0,0,owned_house
10,9,27,15,48,0,0,1,female,36,1,4,0,1,1,0,0,owned_house
2,16,26,23,33,0,0,0,female,38,3,4,5,2,0,0,0,owned_house
2,10,38,21,40,0,0,0,female,72,2,3,0,2,0,0,0,rented_flat
8,11,24,18,47,15,3,1,female,70,2,4,0,1,1,5,0,owned_house
10,12,25,12,69,0,0,0,male,56,1,1,0,0,0,1,1,rented_flat
4,15,39,26,38,4,3,1,female,47,5,4,0,4,0,7,0,owned_house
0,12,31,24,32,0,0,1,male,74,2,4,0,2,0,7,0,owned_house
0,13,29,22,37,0,0,1,female,74,3,3,6,2,0,5,0,owned_flat
0,15,34,25,39,20,12,1,female,72,1,3,0,0,1,1,0,owned_house
10,9,17,9,66,0,0,0,male,58,1,4,7,0,0,0,0,rented_flat
9,14,20,17,54,0,0,0,female,59,2,4,5,0,0,7,0,rented_flat
0,16,31,24,33,0,0,1,female,47,2,1,7,0,0,1,0,rented_flat
2,12,28,18,49,0,0,1,male,70,3,4,0,0,0,4,0,rented_flat
1,11,28,20,49,0,0,1,female,55,2,4,7,1,0,7,0,owned_house
3,18,29,18,49,0,0,1,male,63,3,3,7,0,1,0,7,owned_house
9,17,27,21,47,0,0,1,male,31,4,5,5,1,0,0,0,rented_flat
10,10,20,13,68,0,0,1,male,62,1,4,0,0,0,0,0,owned_flat
1,15,33,24,44,0,0,1,male,44,5,4,5,0,0,4,0,owned_flat
8,11,26,19,47,2,1.5,1,female,65,3,2,6,0,0,7,7,owned_house
8,5,26,14,50,0,0,1,male,45,5,4,5,2,1,1,0,owned_flat
9,8,30,13,55,1,0.5,1,female,40,3,2,5,0,0,5,0,owned_flat
1,12,25,17,48,10,1.5,1,female,74,4,4,0,0,0,0,7,owned_flat
7,9,24,12,65,0,0,1,female,27,1,1,0,0,0,6,0,rented_flat
7,10,28,19,50,4,1.5,1,male,71,2,4,0,0,0,7,0,owned_house
2,11,30,20,42,0,0,1,male,63,6,4,0,3,0,6,7,owned_house
12,12,31,17,49,0,0,0,male,50,4,3,7,1,0,0,0,owned_flat
